Object_ID, Length, Assignment
M03424:106:000000000-AU667:1:1112:21114:24907/1,55,NA
M03424:106:000000000-AU667:1:1112:21865:13446/1,66,NA
M03424:106:000000000-AU667:1:1112:21951:9945/1,301,NA
M03424:106:000000000-AU667:1:1112:22843:14939/1,300,NA
M03424:106:000000000-AU667:1:1112:23430:18224/1,122,NA
M03424:106:000000000-AU667:1:1112:24120:5101/1,301,NA
M03424:106:000000000-AU667:1:1112:24382:23583/1,65,NA
M03424:106:000000000-AU667:1:1112:24680:12723/1,36,NA
M03424:106:000000000-AU667:1:1112:24852:11257/1,39,NA
M03424:106:000000000-AU667:1:1112:25640:3640/1,301,NA
M03424:106:000000000-AU667:1:1112:25984:10949/1,301,NA
M03424:106:000000000-AU667:1:1112:26372:21473/1,300,NA
M03424:106:000000000-AU667:1:1112:27501:11856/1,300,NA
M03424:106:000000000-AU667:1:1112:27524:6923/1,301,NA
M03424:106:000000000-AU667:1:1112:28385:10847/1,56,NA
M03424:106:000000000-AU667:1:1113:3427:8408/1,96,NA
M03424:106:000000000-AU667:1:1113:3428:7900/1,44,NA
M03424:106:000000000-AU667:1:1113:3878:6360/1,45,NA
M03424:106:000000000-AU667:1:1113:4725:9586/1,56,NA
M03424:106:000000000-AU667:1:1113:5597:13969/1,40,NA
M03424:106:000000000-AU667:1:1113:5610:4974/1,155,NA
M03424:106:000000000-AU667:1:1113:5979:23081/1,108,NA
M03424:106:000000000-AU667:1:1113:6509:22190/1,119,NA
M03424:106:000000000-AU667:1:1113:7133:24160/1,67,NA
M03424:106:000000000-AU667:1:1113:7497:5132/1,300,NA
M03424:106:000000000-AU667:1:1113:7736:15001/1,39,NA
M03424:106:000000000-AU667:1:1113:8119:21039/1,62,NA
M03424:106:000000000-AU667:1:1113:8484:3305/1,56,NA
M03424:106:000000000-AU667:1:1113:8843:15984/1,300,1805714
M03424:106:000000000-AU667:1:1113:9217:23014/1,62,NA
M03424:106:000000000-AU667:1:1113:9448:10246/1,154,NA
M03424:106:000000000-AU667:1:1113:9642:5677/1,89,NA
M03424:106:000000000-AU667:1:1113:9649:14832/1,301,NA
M03424:106:000000000-AU667:1:1113:10378:12155/1,96,NA
M03424:106:000000000-AU667:1:1113:10412:5504/1,137,NA
M03424:106:000000000-AU667:1:1113:10563:11683/1,300,NA
M03424:106:000000000-AU667:1:1113:10737:14244/1,100,NA
M03424:106:000000000-AU667:1:1113:10846:5776/1,47,NA
M03424:106:000000000-AU667:1:1113:10954:22886/1,43,NA
M03424:106:000000000-AU667:1:1113:11627:12043/1,121,NA
M03424:106:000000000-AU667:1:1113:12125:3879/1,159,NA
M03424:106:000000000-AU667:1:1113:12995:9292/1,115,NA
M03424:106:000000000-AU667:1:1113:13256:3872/1,96,NA
M03424:106:000000000-AU667:1:1113:13468:11204/1,43,NA
M03424:106:000000000-AU667:1:1113:13673:9362/1,238,NA
M03424:106:000000000-AU667:1:1113:14102:23650/1,65,NA
M03424:106:000000000-AU667:1:1113:14153:4940/1,128,NA
M03424:106:000000000-AU667:1:1113:14274:14760/1,36,NA
M03424:106:000000000-AU667:1:1113:14476:25035/1,45,NA
M03424:106:000000000-AU667:1:1113:14800:23421/1,124,NA
M03424:106:000000000-AU667:1:1113:16217:19796/1,87,NA
M03424:106:000000000-AU667:1:1113:16344:14087/1,35,NA
M03424:106:000000000-AU667:1:1113:16789:15618/1,224,NA
M03424:106:000000000-AU667:1:1113:16881:19301/1,75,NA
M03424:106:000000000-AU667:1:1113:17153:11819/1,156,NA
M03424:106:000000000-AU667:1:1113:17897:12746/1,193,NA
M03424:106:000000000-AU667:1:1113:17918:11678/1,301,1805714
M03424:106:000000000-AU667:1:1113:18173:11199/1,129,NA
M03424:106:000000000-AU667:1:1113:18257:10469/1,42,NA
M03424:106:000000000-AU667:1:1113:18929:10086/1,35,NA
M03424:106:000000000-AU667:1:1113:20939:4766/1,35,NA
M03424:106:000000000-AU667:1:1113:21179:2161/1,144,NA
M03424:106:000000000-AU667:1:1113:21329:3603/1,58,NA
M03424:106:000000000-AU667:1:1113:21630:13941/1,301,NA
M03424:106:000000000-AU667:1:1113:21665:8431/1,85,NA
M03424:106:000000000-AU667:1:1113:22124:21362/1,301,NA
M03424:106:000000000-AU667:1:1113:22752:15012/1,300,NA
M03424:106:000000000-AU667:1:1113:22908:15766/1,63,NA
M03424:106:000000000-AU667:1:1113:23201:5336/1,58,NA
M03424:106:000000000-AU667:1:1113:23643:24187/1,301,NA
M03424:106:000000000-AU667:1:1113:24349:22483/1,69,NA
M03424:106:000000000-AU667:1:1113:24924:7726/1,39,NA
M03424:106:000000000-AU667:1:1113:24944:6382/1,122,NA
M03424:106:000000000-AU667:1:1113:25083:6340/1,45,NA
M03424:106:000000000-AU667:1:1113:25109:7000/1,84,NA
M03424:106:000000000-AU667:1:1113:25506:19322/1,95,NA
M03424:106:000000000-AU667:1:1113:25855:13921/1,301,NA
M03424:106:000000000-AU667:1:1113:25907:14206/1,301,1805714
M03424:106:000000000-AU667:1:1113:25984:9969/1,63,NA
M03424:106:000000000-AU667:1:1113:26154:17373/1,89,NA
M03424:106:000000000-AU667:1:1113:27188:18221/1,113,NA
M03424:106:000000000-AU667:1:1113:27335:13512/1,79,NA
M03424:106:000000000-AU667:1:1114:4339:9904/1,82,NA
M03424:106:000000000-AU667:1:1114:4433:17112/1,134,NA
M03424:106:000000000-AU667:1:1114:4469:6863/1,65,NA
M03424:106:000000000-AU667:1:1114:5122:6415/1,197,NA
M03424:106:000000000-AU667:1:1114:5240:19580/1,283,NA
M03424:106:000000000-AU667:1:1114:6016:8683/1,164,NA
M03424:106:000000000-AU667:1:1114:6279:7303/1,82,NA
M03424:106:000000000-AU667:1:1114:6463:7160/1,214,NA
M03424:106:000000000-AU667:1:1114:6668:8980/1,40,NA
M03424:106:000000000-AU667:1:1114:6681:18269/1,73,985
M03424:106:000000000-AU667:1:1114:6842:21296/1,116,NA
M03424:106:000000000-AU667:1:1114:7181:16854/1,78,NA
M03424:106:000000000-AU667:1:1114:7427:9021/1,301,NA
M03424:106:000000000-AU667:1:1114:8077:8451/1,91,NA
M03424:106:000000000-AU667:1:1114:8818:21379/1,113,NA
M03424:106:000000000-AU667:1:1114:9399:2588/1,46,NA
M03424:106:000000000-AU667:1:1114:9729:20956/1,244,NA
M03424:106:000000000-AU667:1:1114:9776:14749/1,299,NA
M03424:106:000000000-AU667:1:1114:10000:13135/1,199,NA
M03424:106:000000000-AU667:1:1114:10713:24234/1,35,NA
M03424:106:000000000-AU667:1:1114:10967:24696/1,73,NA
M03424:106:000000000-AU667:1:1114:11038:15895/1,216,NA
M03424:106:000000000-AU667:1:1114:11095:12552/1,98,NA
M03424:106:000000000-AU667:1:1114:11191:13296/1,106,NA
M03424:106:000000000-AU667:1:1114:11703:21373/1,45,NA
M03424:106:000000000-AU667:1:1114:11740:15118/1,35,NA
M03424:106:000000000-AU667:1:1114:11890:4882/1,94,NA
M03424:106:000000000-AU667:1:1114:12231:6081/1,278,NA
M03424:106:000000000-AU667:1:1114:12437:14982/1,136,NA
M03424:106:000000000-AU667:1:1114:13136:15905/1,56,NA
M03424:106:000000000-AU667:1:1114:13479:2843/1,58,NA
M03424:106:000000000-AU667:1:1114:13838:16143/1,301,NA
M03424:106:000000000-AU667:1:1114:13877:5356/1,159,NA
M03424:106:000000000-AU667:1:1114:14228:20853/1,155,NA
M03424:106:000000000-AU667:1:1114:14735:15459/1,301,NA
M03424:106:000000000-AU667:1:1114:14868:6005/1,107,NA
M03424:106:000000000-AU667:1:1114:15021:17793/1,55,NA
M03424:106:000000000-AU667:1:1114:15286:9703/1,299,1805714
M03424:106:000000000-AU667:1:1114:15458:5691/1,109,NA
M03424:106:000000000-AU667:1:1114:16318:21646/1,44,NA
M03424:106:000000000-AU667:1:1114:16323:15595/1,207,NA
M03424:106:000000000-AU667:1:1114:16455:11132/1,46,NA
M03424:106:000000000-AU667:1:1114:16747:6284/1,40,NA
M03424:106:000000000-AU667:1:1114:16853:23063/1,67,NA
M03424:106:000000000-AU667:1:1114:17442:16615/1,120,NA
M03424:106:000000000-AU667:1:1114:17707:9112/1,301,1805714
M03424:106:000000000-AU667:1:1114:17886:19681/1,301,NA
M03424:106:000000000-AU667:1:1114:18660:21659/1,301,NA
M03424:106:000000000-AU667:1:1114:19341:16929/1,160,NA
M03424:106:000000000-AU667:1:1114:19634:6543/1,103,NA
M03424:106:000000000-AU667:1:1114:20399:15463/1,139,NA
M03424:106:000000000-AU667:1:1114:20579:8364/1,69,NA
M03424:106:000000000-AU667:1:1114:20954:7210/1,299,NA
M03424:106:000000000-AU667:1:1114:21063:22924/1,46,NA
M03424:106:000000000-AU667:1:1114:21154:10329/1,35,NA
M03424:106:000000000-AU667:1:1114:22921:10633/1,301,NA
M03424:106:000000000-AU667:1:1114:23668:4727/1,35,NA
M03424:106:000000000-AU667:1:1114:23727:17084/1,42,NA
M03424:106:000000000-AU667:1:1114:24144:22333/1,301,NA
M03424:106:000000000-AU667:1:1114:24160:12383/1,148,NA
M03424:106:000000000-AU667:1:1114:24415:3183/1,38,NA
M03424:106:000000000-AU667:1:1114:24654:14626/1,155,NA
M03424:106:000000000-AU667:1:1114:25177:3318/1,300,NA
M03424:106:000000000-AU667:1:1114:26022:18791/1,77,NA
M03424:106:000000000-AU667:1:1114:26351:21277/1,301,NA
M03424:106:000000000-AU667:1:1114:26856:6752/1,129,NA
M03424:106:000000000-AU667:1:1114:27779:10751/1,115,NA
M03424:106:000000000-AU667:1:1114:28651:15896/1,301,NA
M03424:106:000000000-AU667:1:1114:28683:14487/1,94,NA
M03424:106:000000000-AU667:1:1115:2095:16102/1,35,NA
M03424:106:000000000-AU667:1:1115:2809:15995/1,36,NA
M03424:106:000000000-AU667:1:1115:4543:20466/1,121,NA
M03424:106:000000000-AU667:1:1115:5110:12127/1,269,NA
M03424:106:000000000-AU667:1:1115:5237:18678/1,45,NA
M03424:106:000000000-AU667:1:1115:5750:13692/1,41,NA
M03424:106:000000000-AU667:1:1115:6241:5122/1,35,NA
M03424:106:000000000-AU667:1:1115:6422:12749/1,114,NA
M03424:106:000000000-AU667:1:1115:6600:20130/1,194,NA
M03424:106:000000000-AU667:1:1115:7312:6704/1,45,NA
M03424:106:000000000-AU667:1:1115:8185:4935/1,55,NA
M03424:106:000000000-AU667:1:1115:8282:9647/1,162,NA
M03424:106:000000000-AU667:1:1115:8287:5139/1,105,NA
M03424:106:000000000-AU667:1:1115:8439:20686/1,152,NA
M03424:106:000000000-AU667:1:1115:8684:15423/1,35,NA
M03424:106:000000000-AU667:1:1115:8690:16517/1,301,NA
M03424:106:000000000-AU667:1:1115:8765:18968/1,46,NA
M03424:106:000000000-AU667:1:1115:9180:13223/1,36,NA
M03424:106:000000000-AU667:1:1115:9202:15981/1,231,NA
M03424:106:000000000-AU667:1:1115:9270:13939/1,35,NA
M03424:106:000000000-AU667:1:1115:9549:16873/1,45,NA
M03424:106:000000000-AU667:1:1115:9813:11289/1,46,NA
M03424:106:000000000-AU667:1:1115:10345:12306/1,301,NA
M03424:106:000000000-AU667:1:1115:10405:7261/1,114,NA
M03424:106:000000000-AU667:1:1115:10442:11060/1,98,NA
M03424:106:000000000-AU667:1:1115:10509:16531/1,300,NA
M03424:106:000000000-AU667:1:1115:10859:13391/1,35,NA
M03424:106:000000000-AU667:1:1115:10901:2378/1,35,NA
M03424:106:000000000-AU667:1:1115:11995:23872/1,89,NA
M03424:106:000000000-AU667:1:1115:12129:5490/1,300,NA
M03424:106:000000000-AU667:1:1115:12139:22796/1,166,NA
M03424:106:000000000-AU667:1:1115:12264:21940/1,40,NA
M03424:106:000000000-AU667:1:1115:12570:6208/1,149,NA
M03424:106:000000000-AU667:1:1115:12610:9391/1,74,NA
M03424:106:000000000-AU667:1:1115:12669:17586/1,118,NA
M03424:106:000000000-AU667:1:1115:12728:8629/1,134,NA
M03424:106:000000000-AU667:1:1115:12739:10848/1,301,1805714
M03424:106:000000000-AU667:1:1115:13235:9749/1,58,NA
M03424:106:000000000-AU667:1:1115:13321:23717/1,46,NA
M03424:106:000000000-AU667:1:1115:13835:24322/1,39,NA
M03424:106:000000000-AU667:1:1115:13999:11778/1,193,NA
M03424:106:000000000-AU667:1:1115:14390:2651/1,206,NA
M03424:106:000000000-AU667:1:1115:14833:7690/1,66,NA
M03424:106:000000000-AU667:1:1115:14883:1943/1,35,NA
M03424:106:000000000-AU667:1:1115:15113:5149/1,301,NA
M03424:106:000000000-AU667:1:1115:15385:10796/1,87,NA
M03424:106:000000000-AU667:1:1115:15678:5804/1,87,NA
M03424:106:000000000-AU667:1:1115:15743:18822/1,97,NA
M03424:106:000000000-AU667:1:1115:15907:6699/1,301,NA
M03424:106:000000000-AU667:1:1115:16544:16273/1,125,NA
M03424:106:000000000-AU667:1:1115:16953:3322/1,75,NA
M03424:106:000000000-AU667:1:1115:17071:18757/1,301,NA
M03424:106:000000000-AU667:1:1115:17346:17348/1,94,NA
M03424:106:000000000-AU667:1:1115:17874:11747/1,35,NA
M03424:106:000000000-AU667:1:1115:18024:18352/1,118,NA
M03424:106:000000000-AU667:1:1115:18353:19321/1,48,NA
M03424:106:000000000-AU667:1:1115:18388:10838/1,43,NA
M03424:106:000000000-AU667:1:1115:20107:7052/1,85,NA
M03424:106:000000000-AU667:1:1115:20448:22092/1,43,NA
M03424:106:000000000-AU667:1:1115:20753:21370/1,153,NA
M03424:106:000000000-AU667:1:1115:20775:17361/1,72,NA
M03424:106:000000000-AU667:1:1115:20776:14756/1,61,NA
M03424:106:000000000-AU667:1:1115:20866:14885/1,35,NA
M03424:106:000000000-AU667:1:1115:21420:6859/1,114,NA
M03424:106:000000000-AU667:1:1115:21872:11576/1,301,NA
M03424:106:000000000-AU667:1:1115:22418:16500/1,301,NA
M03424:106:000000000-AU667:1:1115:22899:12661/1,40,NA
M03424:106:000000000-AU667:1:1115:23011:21253/1,65,NA
M03424:106:000000000-AU667:1:1115:23723:17760/1,96,NA
M03424:106:000000000-AU667:1:1115:25006:10794/1,161,NA
M03424:106:000000000-AU667:1:1115:25175:13722/1,55,NA
M03424:106:000000000-AU667:1:1115:26137:14607/1,39,NA
M03424:106:000000000-AU667:1:1115:26258:5473/1,90,NA
M03424:106:000000000-AU667:1:1115:27062:19662/1,301,NA
M03424:106:000000000-AU667:1:1115:28637:12470/1,301,NA
M03424:106:000000000-AU667:1:1116:2628:11359/1,53,NA
M03424:106:000000000-AU667:1:1116:3467:19827/1,35,NA
M03424:106:000000000-AU667:1:1116:4266:19940/1,148,NA
M03424:106:000000000-AU667:1:1116:4347:13734/1,56,NA
M03424:106:000000000-AU667:1:1116:5551:10743/1,45,NA
M03424:106:000000000-AU667:1:1116:5843:17935/1,63,NA
M03424:106:000000000-AU667:1:1116:6352:7066/1,301,NA
M03424:106:000000000-AU667:1:1116:6934:12555/1,300,NA
M03424:106:000000000-AU667:1:1116:7358:23303/1,138,NA
M03424:106:000000000-AU667:1:1116:7520:12784/1,139,NA
M03424:106:000000000-AU667:1:1116:8097:7301/1,105,NA
M03424:106:000000000-AU667:1:1116:9714:4324/1,77,NA
M03424:106:000000000-AU667:1:1116:10017:17008/1,35,NA
M03424:106:000000000-AU667:1:1116:10354:14583/1,90,NA
M03424:106:000000000-AU667:1:1116:10470:6944/1,74,NA
M03424:106:000000000-AU667:1:1116:11653:18502/1,35,NA
M03424:106:000000000-AU667:1:1116:12612:16378/1,86,NA
M03424:106:000000000-AU667:1:1116:12614:6098/1,165,NA
M03424:106:000000000-AU667:1:1116:13081:21079/1,300,NA
M03424:106:000000000-AU667:1:1116:13776:7442/1,128,NA
M03424:106:000000000-AU667:1:1116:13988:12887/1,175,NA
M03424:106:000000000-AU667:1:1116:14111:10137/1,121,NA
M03424:106:000000000-AU667:1:1116:14187:4067/1,301,1805714
M03424:106:000000000-AU667:1:1116:14257:24926/1,300,NA
M03424:106:000000000-AU667:1:1116:14751:16942/1,139,NA
M03424:106:000000000-AU667:1:1116:14965:2398/1,77,NA
M03424:106:000000000-AU667:1:1116:15918:15450/1,35,NA
M03424:106:000000000-AU667:1:1116:16193:6842/1,35,NA
M03424:106:000000000-AU667:1:1116:16673:21572/1,77,NA
M03424:106:000000000-AU667:1:1116:16782:2852/1,301,NA
M03424:106:000000000-AU667:1:1116:17679:6246/1,180,NA
M03424:106:000000000-AU667:1:1116:18081:22167/1,35,NA
M03424:106:000000000-AU667:1:1116:18476:7839/1,42,NA
M03424:106:000000000-AU667:1:1116:18695:5776/1,301,NA
M03424:106:000000000-AU667:1:1116:18799:20512/1,112,NA
M03424:106:000000000-AU667:1:1116:20415:8603/1,139,NA
M03424:106:000000000-AU667:1:1116:20476:5912/1,301,1805714
M03424:106:000000000-AU667:1:1116:20551:14332/1,45,NA
M03424:106:000000000-AU667:1:1116:20837:4326/1,40,NA
M03424:106:000000000-AU667:1:1116:20935:10627/1,134,NA
M03424:106:000000000-AU667:1:1116:22263:15697/1,143,NA
M03424:106:000000000-AU667:1:1116:22547:11953/1,96,NA
M03424:106:000000000-AU667:1:1116:22559:5288/1,129,NA
M03424:106:000000000-AU667:1:1116:23214:2105/1,89,NA
M03424:106:000000000-AU667:1:1116:23578:4222/1,129,NA
M03424:106:000000000-AU667:1:1116:23622:18229/1,127,NA
M03424:106:000000000-AU667:1:1116:24618:3084/1,35,NA
M03424:106:000000000-AU667:1:1116:25123:8593/1,43,NA
M03424:106:000000000-AU667:1:1116:25408:22233/1,244,NA
M03424:106:000000000-AU667:1:1116:27378:13845/1,301,NA
M03424:106:000000000-AU667:1:1116:29049:12001/1,35,NA
M03424:106:000000000-AU667:1:1116:29202:16400/1,299,NA
M03424:106:000000000-AU667:1:1117:3120:8745/1,301,NA
M03424:106:000000000-AU667:1:1117:3497:15299/1,149,NA
M03424:106:000000000-AU667:1:1117:3904:6243/1,172,NA
M03424:106:000000000-AU667:1:1117:4376:14490/1,112,NA
M03424:106:000000000-AU667:1:1117:5987:19512/1,88,NA
M03424:106:000000000-AU667:1:1117:6269:3688/1,39,NA
M03424:106:000000000-AU667:1:1117:6419:12830/1,113,NA
M03424:106:000000000-AU667:1:1117:6747:10355/1,301,NA
M03424:106:000000000-AU667:1:1117:7649:21197/1,43,NA
M03424:106:000000000-AU667:1:1117:8619:8025/1,46,NA
M03424:106:000000000-AU667:1:1117:9117:9383/1,301,1805714
M03424:106:000000000-AU667:1:1117:9314:16570/1,119,NA
M03424:106:000000000-AU667:1:1117:9494:22128/1,44,NA
M03424:106:000000000-AU667:1:1117:9854:16840/1,300,NA
M03424:106:000000000-AU667:1:1117:10052:16896/1,55,NA
M03424:106:000000000-AU667:1:1117:10098:17119/1,91,NA
M03424:106:000000000-AU667:1:1117:10198:4276/1,64,NA
M03424:106:000000000-AU667:1:1117:10733:14830/1,301,NA
M03424:106:000000000-AU667:1:1117:10772:15289/1,56,NA
M03424:106:000000000-AU667:1:1117:11667:10775/1,181,NA
M03424:106:000000000-AU667:1:1117:12227:14878/1,45,NA
M03424:106:000000000-AU667:1:1117:15507:17601/1,131,NA
M03424:106:000000000-AU667:1:1117:16120:11955/1,63,NA
M03424:106:000000000-AU667:1:1117:17132:19081/1,67,NA
M03424:106:000000000-AU667:1:1117:17514:7715/1,81,NA
M03424:106:000000000-AU667:1:1117:17621:23067/1,176,NA
M03424:106:000000000-AU667:1:1117:17851:23723/1,118,NA
M03424:106:000000000-AU667:1:1117:19178:17139/1,170,NA
M03424:106:000000000-AU667:1:1117:19574:15241/1,40,NA
M03424:106:000000000-AU667:1:1117:19980:20887/1,43,NA
M03424:106:000000000-AU667:1:1117:20067:11858/1,46,NA
M03424:106:000000000-AU667:1:1117:20169:20777/1,98,NA
M03424:106:000000000-AU667:1:1117:20347:21496/1,59,1747
M03424:106:000000000-AU667:1:1117:21025:13401/1,301,1805714
M03424:106:000000000-AU667:1:1117:21121:11838/1,119,NA
M03424:106:000000000-AU667:1:1117:21898:14355/1,64,NA
M03424:106:000000000-AU667:1:1117:21994:9388/1,41,NA
M03424:106:000000000-AU667:1:1117:22025:15376/1,301,1805714
M03424:106:000000000-AU667:1:1117:22251:13712/1,108,10407
M03424:106:000000000-AU667:1:1117:22731:10645/1,90,NA
M03424:106:000000000-AU667:1:1117:23148:3685/1,301,NA
M03424:106:000000000-AU667:1:1117:23170:16312/1,73,NA
M03424:106:000000000-AU667:1:1117:23323:17138/1,46,NA
M03424:106:000000000-AU667:1:1117:23445:19023/1,70,NA
M03424:106:000000000-AU667:1:1117:24007:18172/1,124,NA
M03424:106:000000000-AU667:1:1117:24068:4673/1,54,NA
M03424:106:000000000-AU667:1:1117:24270:18599/1,84,NA
M03424:106:000000000-AU667:1:1117:24600:16630/1,191,NA
M03424:106:000000000-AU667:1:1117:24880:4395/1,126,NA
M03424:106:000000000-AU667:1:1117:25127:15281/1,80,NA
M03424:106:000000000-AU667:1:1117:25155:14207/1,39,NA
M03424:106:000000000-AU667:1:1117:25279:21530/1,301,NA
M03424:106:000000000-AU667:1:1117:25434:16555/1,300,1805714
M03424:106:000000000-AU667:1:1117:25670:10396/1,139,NA
M03424:106:000000000-AU667:1:1117:27100:6659/1,301,NA
M03424:106:000000000-AU667:1:1117:27577:16609/1,55,NA
M03424:106:000000000-AU667:1:1117:28887:9562/1,41,NA
M03424:106:000000000-AU667:1:1118:1927:11492/1,36,NA
M03424:106:000000000-AU667:1:1118:2529:16955/1,54,NA
M03424:106:000000000-AU667:1:1118:2670:10515/1,35,NA
M03424:106:000000000-AU667:1:1118:3240:11329/1,35,NA
M03424:106:000000000-AU667:1:1118:3445:17556/1,149,NA
M03424:106:000000000-AU667:1:1118:3614:12484/1,35,NA
M03424:106:000000000-AU667:1:1118:5095:19523/1,116,NA
M03424:106:000000000-AU667:1:1118:5312:7787/1,79,NA
M03424:106:000000000-AU667:1:1118:6137:9384/1,79,NA
M03424:106:000000000-AU667:1:1118:6230:16454/1,301,1805714
M03424:106:000000000-AU667:1:1118:6312:17743/1,53,NA
M03424:106:000000000-AU667:1:1118:7275:13306/1,87,NA
M03424:106:000000000-AU667:1:1118:8730:5925/1,101,NA
M03424:106:000000000-AU667:1:1118:9178:10438/1,43,NA
M03424:106:000000000-AU667:1:1118:9346:11243/1,113,NA
M03424:106:000000000-AU667:1:1118:10001:13704/1,299,NA
M03424:106:000000000-AU667:1:1118:10176:8537/1,94,NA
M03424:106:000000000-AU667:1:1118:10522:10371/1,301,NA
M03424:106:000000000-AU667:1:1118:10705:24456/1,300,NA
M03424:106:000000000-AU667:1:1118:10913:16903/1,167,NA
M03424:106:000000000-AU667:1:1118:10935:12410/1,86,NA
M03424:106:000000000-AU667:1:1118:11058:16268/1,139,NA
M03424:106:000000000-AU667:1:1118:11072:21582/1,46,NA
M03424:106:000000000-AU667:1:1118:12761:16381/1,63,NA
M03424:106:000000000-AU667:1:1118:13141:12405/1,300,NA
M03424:106:000000000-AU667:1:1118:13696:10889/1,35,NA
M03424:106:000000000-AU667:1:1118:14080:13906/1,86,NA
M03424:106:000000000-AU667:1:1118:14106:7950/1,144,NA
M03424:106:000000000-AU667:1:1118:14159:11001/1,46,NA
M03424:106:000000000-AU667:1:1118:14373:10487/1,86,NA
M03424:106:000000000-AU667:1:1118:14943:16518/1,59,NA
M03424:106:000000000-AU667:1:1118:15130:20710/1,301,NA
M03424:106:000000000-AU667:1:1118:15543:20495/1,124,NA
M03424:106:000000000-AU667:1:1118:15834:12998/1,43,NA
M03424:106:000000000-AU667:1:1118:16402:17614/1,301,NA
M03424:106:000000000-AU667:1:1118:16697:16479/1,46,NA
M03424:106:000000000-AU667:1:1118:16700:12916/1,130,NA
M03424:106:000000000-AU667:1:1118:16776:13276/1,65,NA
M03424:106:000000000-AU667:1:1118:16927:13597/1,300,NA
M03424:106:000000000-AU667:1:1118:17796:17241/1,126,NA
M03424:106:000000000-AU667:1:1118:18025:5377/1,301,1805714
M03424:106:000000000-AU667:1:1118:18108:10226/1,102,NA
M03424:106:000000000-AU667:1:1118:18445:18071/1,301,1805714
M03424:106:000000000-AU667:1:1118:19438:16948/1,43,NA
M03424:106:000000000-AU667:1:1118:19502:9421/1,301,NA
M03424:106:000000000-AU667:1:1118:19524:16234/1,45,NA
M03424:106:000000000-AU667:1:1118:19970:13961/1,77,NA
M03424:106:000000000-AU667:1:1118:20276:5728/1,198,NA
M03424:106:000000000-AU667:1:1118:20338:2908/1,89,NA
M03424:106:000000000-AU667:1:1118:20478:15878/1,300,NA
M03424:106:000000000-AU667:1:1118:20704:3824/1,35,NA
M03424:106:000000000-AU667:1:1118:21620:2156/1,64,NA
M03424:106:000000000-AU667:1:1118:22103:2979/1,43,NA
M03424:106:000000000-AU667:1:1118:22374:4515/1,56,NA
M03424:106:000000000-AU667:1:1118:22493:4393/1,38,NA
M03424:106:000000000-AU667:1:1118:22770:20373/1,300,NA
M03424:106:000000000-AU667:1:1118:22889:9419/1,301,NA
M03424:106:000000000-AU667:1:1118:23320:22121/1,301,NA
M03424:106:000000000-AU667:1:1118:23531:8444/1,65,NA
M03424:106:000000000-AU667:1:1118:23623:12019/1,160,NA
M03424:106:000000000-AU667:1:1118:24847:22606/1,84,NA
M03424:106:000000000-AU667:1:1118:25304:22607/1,301,NA
M03424:106:000000000-AU667:1:1118:26098:16798/1,77,NA
M03424:106:000000000-AU667:1:1119:5591:22390/1,35,NA
M03424:106:000000000-AU667:1:1119:5811:9792/1,119,NA
M03424:106:000000000-AU667:1:1119:5833:22032/1,119,NA
M03424:106:000000000-AU667:1:1119:6260:4050/1,56,NA
M03424:106:000000000-AU667:1:1119:6266:22732/1,67,NA
M03424:106:000000000-AU667:1:1119:6630:4563/1,62,NA
M03424:106:000000000-AU667:1:1119:7355:19547/1,301,5507
M03424:106:000000000-AU667:1:1119:7367:23389/1,300,NA
M03424:106:000000000-AU667:1:1119:7505:13164/1,43,NA
M03424:106:000000000-AU667:1:1119:7717:9469/1,217,1790137
M03424:106:000000000-AU667:1:1119:8505:10740/1,227,NA
M03424:106:000000000-AU667:1:1119:8550:11266/1,148,NA
M03424:106:000000000-AU667:1:1119:9012:19691/1,48,NA
M03424:106:000000000-AU667:1:1119:9164:5706/1,62,NA
M03424:106:000000000-AU667:1:1119:9165:10959/1,109,NA
M03424:106:000000000-AU667:1:1119:9986:13487/1,35,NA
M03424:106:000000000-AU667:1:1119:11399:11880/1,35,NA
M03424:106:000000000-AU667:1:1119:11628:5238/1,190,NA
M03424:106:000000000-AU667:1:1119:11911:21198/1,40,NA
M03424:106:000000000-AU667:1:1119:12069:5669/1,180,NA
M03424:106:000000000-AU667:1:1119:12555:17456/1,179,NA
M03424:106:000000000-AU667:1:1119:12868:22581/1,246,NA
M03424:106:000000000-AU667:1:1119:13203:18321/1,120,NA
M03424:106:000000000-AU667:1:1119:14020:22378/1,103,NA
M03424:106:000000000-AU667:1:1119:14039:6282/1,301,NA
M03424:106:000000000-AU667:1:1119:14475:22095/1,300,NA
M03424:106:000000000-AU667:1:1119:14654:8990/1,97,NA
M03424:106:000000000-AU667:1:1119:14858:9815/1,85,NA
M03424:106:000000000-AU667:1:1119:15049:18787/1,72,NA
M03424:106:000000000-AU667:1:1119:18175:10768/1,301,NA
M03424:106:000000000-AU667:1:1119:18213:5492/1,40,NA
M03424:106:000000000-AU667:1:1119:19626:7212/1,50,NA
M03424:106:000000000-AU667:1:1119:19927:18838/1,65,NA
M03424:106:000000000-AU667:1:1119:20699:5053/1,112,NA
M03424:106:000000000-AU667:1:1119:20720:19515/1,99,NA
M03424:106:000000000-AU667:1:1119:20956:12425/1,89,NA
M03424:106:000000000-AU667:1:1119:21680:13862/1,41,NA
M03424:106:000000000-AU667:1:1119:22576:7854/1,40,NA
