Object_ID, Length, Assignment
M03424:106:000000000-AU667:1:1106:22852:20280/1,191,NA
M03424:106:000000000-AU667:1:1106:23386:6339/1,43,NA
M03424:106:000000000-AU667:1:1106:23834:22153/1,56,NA
M03424:106:000000000-AU667:1:1106:24358:7167/1,301,NA
M03424:106:000000000-AU667:1:1106:24917:16085/1,95,NA
M03424:106:000000000-AU667:1:1106:25432:9900/1,301,NA
M03424:106:000000000-AU667:1:1106:25921:20389/1,301,NA
M03424:106:000000000-AU667:1:1106:27042:14542/1,47,NA
M03424:106:000000000-AU667:1:1107:2492:15338/1,301,NA
M03424:106:000000000-AU667:1:1107:2525:8638/1,35,NA
M03424:106:000000000-AU667:1:1107:2859:8568/1,118,NA
M03424:106:000000000-AU667:1:1107:4769:8029/1,77,NA
M03424:106:000000000-AU667:1:1107:4839:9877/1,42,NA
M03424:106:000000000-AU667:1:1107:6038:6455/1,301,NA
M03424:106:000000000-AU667:1:1107:6320:7797/1,35,NA
M03424:106:000000000-AU667:1:1107:6691:15847/1,158,NA
M03424:106:000000000-AU667:1:1107:7590:18591/1,301,NA
M03424:106:000000000-AU667:1:1107:8369:24710/1,301,NA
M03424:106:000000000-AU667:1:1107:8826:17033/1,79,NA
M03424:106:000000000-AU667:1:1107:9316:16850/1,301,NA
M03424:106:000000000-AU667:1:1107:9514:14508/1,68,NA
M03424:106:000000000-AU667:1:1107:9657:9174/1,159,NA
M03424:106:000000000-AU667:1:1107:10112:9402/1,54,NA
M03424:106:000000000-AU667:1:1107:10185:20541/1,64,NA
M03424:106:000000000-AU667:1:1107:10193:21392/1,169,NA
M03424:106:000000000-AU667:1:1107:10210:3548/1,62,NA
M03424:106:000000000-AU667:1:1107:10677:14244/1,216,NA
M03424:106:000000000-AU667:1:1107:11062:9518/1,183,NA
M03424:106:000000000-AU667:1:1107:11436:13795/1,42,NA
M03424:106:000000000-AU667:1:1107:11457:13509/1,301,NA
M03424:106:000000000-AU667:1:1107:12098:13866/1,79,NA
M03424:106:000000000-AU667:1:1107:12526:13404/1,180,NA
M03424:106:000000000-AU667:1:1107:13816:24372/1,300,1805714
M03424:106:000000000-AU667:1:1107:14158:5526/1,97,NA
M03424:106:000000000-AU667:1:1107:14206:14986/1,54,NA
M03424:106:000000000-AU667:1:1107:14516:2373/1,300,NA
M03424:106:000000000-AU667:1:1107:15435:4028/1,108,NA
M03424:106:000000000-AU667:1:1107:15863:2936/1,111,NA
M03424:106:000000000-AU667:1:1107:16103:20888/1,35,NA
M03424:106:000000000-AU667:1:1107:16445:13094/1,90,NA
M03424:106:000000000-AU667:1:1107:16871:6473/1,107,NA
M03424:106:000000000-AU667:1:1107:16962:22917/1,43,NA
M03424:106:000000000-AU667:1:1107:17372:13306/1,86,NA
M03424:106:000000000-AU667:1:1107:17421:17899/1,43,NA
M03424:106:000000000-AU667:1:1107:17454:23544/1,300,NA
M03424:106:000000000-AU667:1:1107:17711:13662/1,75,NA
M03424:106:000000000-AU667:1:1107:18002:11401/1,243,NA
M03424:106:000000000-AU667:1:1107:18383:3485/1,301,1805714
M03424:106:000000000-AU667:1:1107:19323:2119/1,42,NA
M03424:106:000000000-AU667:1:1107:19421:24144/1,87,NA
M03424:106:000000000-AU667:1:1107:19471:12371/1,301,NA
M03424:106:000000000-AU667:1:1107:20044:12758/1,121,NA
M03424:106:000000000-AU667:1:1107:20371:14607/1,108,NA
M03424:106:000000000-AU667:1:1107:20377:15629/1,300,NA
M03424:106:000000000-AU667:1:1107:20455:23330/1,43,NA
M03424:106:000000000-AU667:1:1107:20537:2894/1,72,NA
M03424:106:000000000-AU667:1:1107:20543:4108/1,301,1805714
M03424:106:000000000-AU667:1:1107:20968:16028/1,117,NA
M03424:106:000000000-AU667:1:1107:21325:11633/1,51,NA
M03424:106:000000000-AU667:1:1107:21543:7158/1,113,NA
M03424:106:000000000-AU667:1:1107:21681:4253/1,162,NA
M03424:106:000000000-AU667:1:1107:22326:2280/1,64,NA
M03424:106:000000000-AU667:1:1107:22767:9457/1,41,NA
M03424:106:000000000-AU667:1:1107:23257:10553/1,63,NA
M03424:106:000000000-AU667:1:1107:23297:6417/1,182,NA
M03424:106:000000000-AU667:1:1107:23398:9025/1,301,NA
M03424:106:000000000-AU667:1:1107:23554:4200/1,39,NA
M03424:106:000000000-AU667:1:1107:23561:20434/1,54,NA
M03424:106:000000000-AU667:1:1107:23655:2619/1,55,1747
M03424:106:000000000-AU667:1:1107:23815:22805/1,300,NA
M03424:106:000000000-AU667:1:1107:24658:17684/1,119,NA
M03424:106:000000000-AU667:1:1107:24826:15702/1,301,NA
M03424:106:000000000-AU667:1:1107:25287:17145/1,93,NA
M03424:106:000000000-AU667:1:1107:25990:7653/1,300,NA
M03424:106:000000000-AU667:1:1107:26084:16831/1,97,NA
M03424:106:000000000-AU667:1:1107:26510:17149/1,49,NA
M03424:106:000000000-AU667:1:1107:27625:18582/1,44,NA
M03424:106:000000000-AU667:1:1108:3930:7776/1,301,1805714
M03424:106:000000000-AU667:1:1108:3947:9289/1,65,NA
M03424:106:000000000-AU667:1:1108:4007:8909/1,301,1805714
M03424:106:000000000-AU667:1:1108:4050:11568/1,35,NA
M03424:106:000000000-AU667:1:1108:4468:5246/1,301,NA
M03424:106:000000000-AU667:1:1108:4671:12329/1,47,NA
M03424:106:000000000-AU667:1:1108:5798:4619/1,226,NA
M03424:106:000000000-AU667:1:1108:6768:5906/1,40,NA
M03424:106:000000000-AU667:1:1108:6986:7277/1,179,NA
M03424:106:000000000-AU667:1:1108:7206:17703/1,110,NA
M03424:106:000000000-AU667:1:1108:7242:12060/1,43,NA
M03424:106:000000000-AU667:1:1108:7332:10363/1,58,NA
M03424:106:000000000-AU667:1:1108:7388:3946/1,44,NA
M03424:106:000000000-AU667:1:1108:7524:3892/1,94,NA
M03424:106:000000000-AU667:1:1108:8231:10395/1,35,NA
M03424:106:000000000-AU667:1:1108:8352:9607/1,113,NA
M03424:106:000000000-AU667:1:1108:8689:17654/1,41,NA
M03424:106:000000000-AU667:1:1108:8732:16641/1,134,NA
M03424:106:000000000-AU667:1:1108:8946:21536/1,46,NA
M03424:106:000000000-AU667:1:1108:9169:6958/1,38,NA
M03424:106:000000000-AU667:1:1108:9342:5350/1,217,NA
M03424:106:000000000-AU667:1:1108:9866:5235/1,41,NA
M03424:106:000000000-AU667:1:1108:9887:9603/1,85,NA
M03424:106:000000000-AU667:1:1108:10131:14456/1,42,NA
M03424:106:000000000-AU667:1:1108:10228:15702/1,81,NA
M03424:106:000000000-AU667:1:1108:10260:9338/1,47,NA
M03424:106:000000000-AU667:1:1108:10398:17784/1,301,NA
M03424:106:000000000-AU667:1:1108:11430:9350/1,54,NA
M03424:106:000000000-AU667:1:1108:11480:9456/1,54,NA
M03424:106:000000000-AU667:1:1108:11755:20820/1,142,NA
M03424:106:000000000-AU667:1:1108:11864:17587/1,43,NA
M03424:106:000000000-AU667:1:1108:12436:13696/1,53,NA
M03424:106:000000000-AU667:1:1108:12669:7482/1,157,NA
M03424:106:000000000-AU667:1:1108:13030:11328/1,154,NA
M03424:106:000000000-AU667:1:1108:13360:12429/1,36,NA
M03424:106:000000000-AU667:1:1108:13427:6610/1,301,NA
M03424:106:000000000-AU667:1:1108:13559:18170/1,132,NA
M03424:106:000000000-AU667:1:1108:13559:19514/1,300,NA
M03424:106:000000000-AU667:1:1108:14083:8165/1,118,NA
M03424:106:000000000-AU667:1:1108:14586:20685/1,35,NA
M03424:106:000000000-AU667:1:1108:15884:14739/1,300,1805714
M03424:106:000000000-AU667:1:1108:16343:23574/1,62,NA
M03424:106:000000000-AU667:1:1108:16999:14117/1,35,NA
M03424:106:000000000-AU667:1:1108:17836:8653/1,165,NA
M03424:106:000000000-AU667:1:1108:17965:9193/1,48,NA
M03424:106:000000000-AU667:1:1108:18194:20049/1,41,NA
M03424:106:000000000-AU667:1:1108:18203:7711/1,47,NA
M03424:106:000000000-AU667:1:1108:18451:5798/1,42,NA
M03424:106:000000000-AU667:1:1108:18468:5707/1,301,NA
M03424:106:000000000-AU667:1:1108:18814:12833/1,300,NA
M03424:106:000000000-AU667:1:1108:19205:15188/1,45,NA
M03424:106:000000000-AU667:1:1108:19214:14868/1,107,NA
M03424:106:000000000-AU667:1:1108:20643:9773/1,300,NA
M03424:106:000000000-AU667:1:1108:20716:20998/1,107,NA
M03424:106:000000000-AU667:1:1108:21029:21550/1,299,NA
M03424:106:000000000-AU667:1:1108:21108:12132/1,48,NA
M03424:106:000000000-AU667:1:1108:21325:5114/1,87,NA
M03424:106:000000000-AU667:1:1108:21589:24421/1,299,1805714
M03424:106:000000000-AU667:1:1108:22481:10840/1,41,NA
M03424:106:000000000-AU667:1:1108:22576:21105/1,301,NA
M03424:106:000000000-AU667:1:1108:22621:3441/1,74,NA
M03424:106:000000000-AU667:1:1108:22644:12571/1,227,NA
M03424:106:000000000-AU667:1:1108:22998:18861/1,45,NA
M03424:106:000000000-AU667:1:1108:23035:12293/1,301,1805714
M03424:106:000000000-AU667:1:1108:23305:10363/1,301,NA
M03424:106:000000000-AU667:1:1108:23963:12423/1,37,NA
M03424:106:000000000-AU667:1:1108:24076:9146/1,46,NA
M03424:106:000000000-AU667:1:1108:24109:16412/1,42,NA
M03424:106:000000000-AU667:1:1108:24236:4172/1,35,NA
M03424:106:000000000-AU667:1:1108:24575:12076/1,116,NA
M03424:106:000000000-AU667:1:1108:24755:3516/1,62,NA
M03424:106:000000000-AU667:1:1108:24779:4732/1,301,NA
M03424:106:000000000-AU667:1:1108:24896:20094/1,48,NA
M03424:106:000000000-AU667:1:1108:24972:20744/1,90,NA
M03424:106:000000000-AU667:1:1108:26849:13316/1,55,NA
M03424:106:000000000-AU667:1:1108:27274:15187/1,85,NA
M03424:106:000000000-AU667:1:1109:3441:19837/1,68,NA
M03424:106:000000000-AU667:1:1109:4239:14106/1,63,NA
M03424:106:000000000-AU667:1:1109:4765:12886/1,47,NA
M03424:106:000000000-AU667:1:1109:5032:7168/1,301,NA
M03424:106:000000000-AU667:1:1109:5402:20938/1,301,NA
M03424:106:000000000-AU667:1:1109:5644:18863/1,195,NA
M03424:106:000000000-AU667:1:1109:5790:16899/1,35,NA
M03424:106:000000000-AU667:1:1109:5886:14203/1,76,NA
M03424:106:000000000-AU667:1:1109:6054:20567/1,35,NA
M03424:106:000000000-AU667:1:1109:6233:6264/1,39,NA
M03424:106:000000000-AU667:1:1109:6663:16354/1,207,NA
M03424:106:000000000-AU667:1:1109:7210:10839/1,35,NA
M03424:106:000000000-AU667:1:1109:7254:14859/1,64,NA
M03424:106:000000000-AU667:1:1109:7328:16831/1,71,NA
M03424:106:000000000-AU667:1:1109:7394:23213/1,99,NA
M03424:106:000000000-AU667:1:1109:7473:19645/1,53,NA
M03424:106:000000000-AU667:1:1109:7653:6212/1,55,NA
M03424:106:000000000-AU667:1:1109:7661:4117/1,79,NA
M03424:106:000000000-AU667:1:1109:7794:19145/1,52,NA
M03424:106:000000000-AU667:1:1109:7881:21969/1,86,NA
M03424:106:000000000-AU667:1:1109:8500:17198/1,38,NA
M03424:106:000000000-AU667:1:1109:9039:23112/1,301,NA
M03424:106:000000000-AU667:1:1109:9221:3065/1,42,NA
M03424:106:000000000-AU667:1:1109:10135:19009/1,285,NA
M03424:106:000000000-AU667:1:1109:10274:15460/1,107,NA
M03424:106:000000000-AU667:1:1109:10432:23688/1,35,NA
M03424:106:000000000-AU667:1:1109:10711:20268/1,301,NA
M03424:106:000000000-AU667:1:1109:10873:9893/1,50,NA
M03424:106:000000000-AU667:1:1109:11004:13215/1,168,NA
M03424:106:000000000-AU667:1:1109:11327:22177/1,43,NA
M03424:106:000000000-AU667:1:1109:11513:10110/1,103,NA
M03424:106:000000000-AU667:1:1109:11606:23898/1,55,NA
M03424:106:000000000-AU667:1:1109:12530:19821/1,301,NA
M03424:106:000000000-AU667:1:1109:13078:7806/1,40,NA
M03424:106:000000000-AU667:1:1109:13081:23741/1,78,NA
M03424:106:000000000-AU667:1:1109:13251:16295/1,301,NA
M03424:106:000000000-AU667:1:1109:13706:2668/1,65,NA
M03424:106:000000000-AU667:1:1109:13734:17771/1,92,NA
M03424:106:000000000-AU667:1:1109:13762:15684/1,144,NA
M03424:106:000000000-AU667:1:1109:14681:21823/1,42,NA
M03424:106:000000000-AU667:1:1109:14727:16290/1,161,NA
M03424:106:000000000-AU667:1:1109:15086:16253/1,42,NA
M03424:106:000000000-AU667:1:1109:15628:18968/1,35,NA
M03424:106:000000000-AU667:1:1109:15665:6893/1,123,NA
M03424:106:000000000-AU667:1:1109:15924:18697/1,87,NA
M03424:106:000000000-AU667:1:1109:16041:16255/1,53,NA
M03424:106:000000000-AU667:1:1109:16047:2020/1,63,NA
M03424:106:000000000-AU667:1:1109:16349:3363/1,46,NA
M03424:106:000000000-AU667:1:1109:17414:16948/1,43,NA
M03424:106:000000000-AU667:1:1109:17497:24716/1,301,NA
M03424:106:000000000-AU667:1:1109:17758:6435/1,45,NA
M03424:106:000000000-AU667:1:1109:17973:18990/1,35,NA
M03424:106:000000000-AU667:1:1109:18188:18038/1,144,NA
M03424:106:000000000-AU667:1:1109:18219:17708/1,139,NA
M03424:106:000000000-AU667:1:1109:18234:11677/1,299,NA
M03424:106:000000000-AU667:1:1109:18271:15889/1,35,NA
M03424:106:000000000-AU667:1:1109:18632:19794/1,50,NA
M03424:106:000000000-AU667:1:1109:18784:17239/1,162,NA
M03424:106:000000000-AU667:1:1109:19128:24512/1,42,NA
M03424:106:000000000-AU667:1:1109:20160:7788/1,299,1805714
M03424:106:000000000-AU667:1:1109:20265:17129/1,123,NA
M03424:106:000000000-AU667:1:1109:20288:4443/1,158,NA
M03424:106:000000000-AU667:1:1109:20524:11263/1,126,NA
M03424:106:000000000-AU667:1:1109:21271:14628/1,45,NA
M03424:106:000000000-AU667:1:1109:21768:12202/1,301,NA
M03424:106:000000000-AU667:1:1109:21845:16241/1,173,NA
M03424:106:000000000-AU667:1:1109:22433:11651/1,301,NA
M03424:106:000000000-AU667:1:1109:22521:7136/1,301,NA
M03424:106:000000000-AU667:1:1109:22827:3287/1,301,NA
M03424:106:000000000-AU667:1:1109:22827:16986/1,301,NA
M03424:106:000000000-AU667:1:1109:22879:11203/1,72,NA
M03424:106:000000000-AU667:1:1109:23007:3544/1,163,NA
M03424:106:000000000-AU667:1:1109:24068:2857/1,217,NA
M03424:106:000000000-AU667:1:1109:24703:6417/1,301,NA
M03424:106:000000000-AU667:1:1109:25382:14830/1,42,NA
M03424:106:000000000-AU667:1:1109:25842:7794/1,65,NA
M03424:106:000000000-AU667:1:1109:25943:13837/1,99,NA
M03424:106:000000000-AU667:1:1109:25958:13038/1,35,NA
M03424:106:000000000-AU667:1:1109:26103:20408/1,301,NA
M03424:106:000000000-AU667:1:1109:26579:4747/1,37,NA
M03424:106:000000000-AU667:1:1109:27042:10639/1,35,NA
M03424:106:000000000-AU667:1:1109:27116:17522/1,43,NA
M03424:106:000000000-AU667:1:1109:27363:9341/1,79,NA
M03424:106:000000000-AU667:1:1109:27871:11692/1,76,NA
M03424:106:000000000-AU667:1:1109:28118:14051/1,217,NA
M03424:106:000000000-AU667:1:1110:2435:12914/1,181,NA
M03424:106:000000000-AU667:1:1110:3083:8615/1,148,NA
M03424:106:000000000-AU667:1:1110:3282:7360/1,301,NA
M03424:106:000000000-AU667:1:1110:4199:16319/1,170,NA
M03424:106:000000000-AU667:1:1110:5297:12659/1,128,NA
M03424:106:000000000-AU667:1:1110:5598:5626/1,43,NA
M03424:106:000000000-AU667:1:1110:5842:4447/1,46,NA
M03424:106:000000000-AU667:1:1110:6063:13709/1,301,1805714
M03424:106:000000000-AU667:1:1110:6711:17088/1,300,NA
M03424:106:000000000-AU667:1:1110:6835:15779/1,144,NA
M03424:106:000000000-AU667:1:1110:6978:20275/1,301,NA
M03424:106:000000000-AU667:1:1110:7490:18408/1,300,1805714
M03424:106:000000000-AU667:1:1110:7826:17533/1,301,NA
M03424:106:000000000-AU667:1:1110:7947:10901/1,35,NA
M03424:106:000000000-AU667:1:1110:8669:21997/1,82,NA
M03424:106:000000000-AU667:1:1110:8674:22870/1,233,NA
M03424:106:000000000-AU667:1:1110:8681:23673/1,301,NA
M03424:106:000000000-AU667:1:1110:8810:2890/1,191,NA
M03424:106:000000000-AU667:1:1110:8815:18282/1,301,NA
M03424:106:000000000-AU667:1:1110:9549:23443/1,301,1805714
M03424:106:000000000-AU667:1:1110:10137:24660/1,35,NA
M03424:106:000000000-AU667:1:1110:10506:17904/1,37,NA
M03424:106:000000000-AU667:1:1110:11373:19656/1,116,NA
M03424:106:000000000-AU667:1:1110:11574:20520/1,217,NA
M03424:106:000000000-AU667:1:1110:11914:20612/1,301,NA
M03424:106:000000000-AU667:1:1110:12270:16949/1,68,NA
M03424:106:000000000-AU667:1:1110:12432:14675/1,107,NA
M03424:106:000000000-AU667:1:1110:13246:2126/1,53,NA
M03424:106:000000000-AU667:1:1110:13446:7026/1,111,NA
M03424:106:000000000-AU667:1:1110:13559:4020/1,198,NA
M03424:106:000000000-AU667:1:1110:13867:19632/1,300,NA
M03424:106:000000000-AU667:1:1110:15081:11783/1,301,NA
M03424:106:000000000-AU667:1:1110:15674:15876/1,46,NA
M03424:106:000000000-AU667:1:1110:15864:8231/1,92,NA
M03424:106:000000000-AU667:1:1110:16099:10796/1,43,NA
M03424:106:000000000-AU667:1:1110:16250:25000/1,74,NA
M03424:106:000000000-AU667:1:1110:16511:9194/1,113,NA
M03424:106:000000000-AU667:1:1110:16663:5932/1,35,NA
M03424:106:000000000-AU667:1:1110:17233:15734/1,299,1805714
M03424:106:000000000-AU667:1:1110:17421:14805/1,44,NA
M03424:106:000000000-AU667:1:1110:18307:19845/1,120,NA
M03424:106:000000000-AU667:1:1110:18329:3758/1,301,NA
M03424:106:000000000-AU667:1:1110:19087:21674/1,53,NA
M03424:106:000000000-AU667:1:1110:20071:3570/1,301,NA
M03424:106:000000000-AU667:1:1110:20302:22026/1,62,NA
M03424:106:000000000-AU667:1:1110:20315:22801/1,35,NA
M03424:106:000000000-AU667:1:1110:20406:14749/1,89,NA
M03424:106:000000000-AU667:1:1110:20462:20526/1,45,NA
M03424:106:000000000-AU667:1:1110:20652:23283/1,41,NA
M03424:106:000000000-AU667:1:1110:20764:21900/1,44,NA
M03424:106:000000000-AU667:1:1110:20942:8957/1,56,NA
M03424:106:000000000-AU667:1:1110:21029:24710/1,35,NA
M03424:106:000000000-AU667:1:1110:21043:11352/1,301,NA
M03424:106:000000000-AU667:1:1110:21122:11633/1,75,NA
M03424:106:000000000-AU667:1:1110:21414:17742/1,76,NA
M03424:106:000000000-AU667:1:1110:21514:13362/1,301,NA
M03424:106:000000000-AU667:1:1110:21729:10046/1,37,NA
M03424:106:000000000-AU667:1:1110:22022:16541/1,233,NA
M03424:106:000000000-AU667:1:1110:22194:13600/1,74,NA
M03424:106:000000000-AU667:1:1110:22252:25020/1,301,1805714
M03424:106:000000000-AU667:1:1110:22713:5304/1,71,NA
M03424:106:000000000-AU667:1:1110:22829:18809/1,104,NA
M03424:106:000000000-AU667:1:1110:23136:11512/1,94,NA
M03424:106:000000000-AU667:1:1110:23406:21614/1,35,NA
M03424:106:000000000-AU667:1:1110:23842:8022/1,102,NA
M03424:106:000000000-AU667:1:1110:24068:9243/1,103,NA
M03424:106:000000000-AU667:1:1110:24133:6864/1,301,NA
M03424:106:000000000-AU667:1:1110:24376:4264/1,300,NA
M03424:106:000000000-AU667:1:1110:25192:3065/1,35,NA
M03424:106:000000000-AU667:1:1110:25491:19699/1,45,NA
M03424:106:000000000-AU667:1:1110:26437:7072/1,78,NA
M03424:106:000000000-AU667:1:1110:26446:9215/1,62,NA
M03424:106:000000000-AU667:1:1110:27237:7291/1,301,NA
M03424:106:000000000-AU667:1:1110:27302:17281/1,40,NA
M03424:106:000000000-AU667:1:1110:27386:7014/1,41,NA
M03424:106:000000000-AU667:1:1110:28905:9522/1,83,NA
M03424:106:000000000-AU667:1:1110:29135:16193/1,137,NA
M03424:106:000000000-AU667:1:1110:29262:14234/1,190,NA
M03424:106:000000000-AU667:1:1110:29620:14183/1,57,NA
M03424:106:000000000-AU667:1:1111:2696:16582/1,115,NA
M03424:106:000000000-AU667:1:1111:3002:7629/1,301,1805714
M03424:106:000000000-AU667:1:1111:4210:15052/1,189,NA
M03424:106:000000000-AU667:1:1111:4530:7342/1,63,NA
M03424:106:000000000-AU667:1:1111:4667:20754/1,124,NA
M03424:106:000000000-AU667:1:1111:4708:18164/1,73,NA
M03424:106:000000000-AU667:1:1111:5687:21691/1,73,NA
M03424:106:000000000-AU667:1:1111:6764:13175/1,219,NA
M03424:106:000000000-AU667:1:1111:8078:19183/1,290,221822
M03424:106:000000000-AU667:1:1111:8451:12242/1,55,NA
M03424:106:000000000-AU667:1:1111:8507:13000/1,120,NA
M03424:106:000000000-AU667:1:1111:8515:15558/1,176,NA
M03424:106:000000000-AU667:1:1111:8582:12181/1,98,NA
M03424:106:000000000-AU667:1:1111:8712:1862/1,39,NA
M03424:106:000000000-AU667:1:1111:9076:18453/1,51,NA
M03424:106:000000000-AU667:1:1111:10032:24608/1,67,NA
M03424:106:000000000-AU667:1:1111:10236:4277/1,301,NA
M03424:106:000000000-AU667:1:1111:10818:9342/1,108,NA
M03424:106:000000000-AU667:1:1111:11212:22801/1,111,NA
M03424:106:000000000-AU667:1:1111:12039:24961/1,301,1805714
M03424:106:000000000-AU667:1:1111:12213:24686/1,301,NA
M03424:106:000000000-AU667:1:1111:12286:9334/1,177,NA
M03424:106:000000000-AU667:1:1111:12876:18990/1,44,NA
M03424:106:000000000-AU667:1:1111:12900:3905/1,155,NA
M03424:106:000000000-AU667:1:1111:13022:5234/1,35,NA
M03424:106:000000000-AU667:1:1111:13113:24879/1,300,NA
M03424:106:000000000-AU667:1:1111:13143:18774/1,234,NA
M03424:106:000000000-AU667:1:1111:13831:13503/1,39,NA
M03424:106:000000000-AU667:1:1111:14209:13447/1,300,NA
M03424:106:000000000-AU667:1:1111:14263:11079/1,92,NA
M03424:106:000000000-AU667:1:1111:14384:19116/1,119,NA
M03424:106:000000000-AU667:1:1111:14858:22188/1,68,NA
M03424:106:000000000-AU667:1:1111:15208:21218/1,87,NA
M03424:106:000000000-AU667:1:1111:15446:10182/1,182,NA
M03424:106:000000000-AU667:1:1111:15522:9886/1,75,NA
M03424:106:000000000-AU667:1:1111:15767:17403/1,46,NA
M03424:106:000000000-AU667:1:1111:16033:13192/1,60,NA
M03424:106:000000000-AU667:1:1111:16052:4852/1,67,NA
M03424:106:000000000-AU667:1:1111:16244:5845/1,40,NA
M03424:106:000000000-AU667:1:1111:16853:20943/1,85,NA
M03424:106:000000000-AU667:1:1111:16875:10074/1,58,NA
M03424:106:000000000-AU667:1:1111:17708:15838/1,301,NA
M03424:106:000000000-AU667:1:1111:17718:16130/1,75,NA
M03424:106:000000000-AU667:1:1111:17936:17645/1,43,NA
M03424:106:000000000-AU667:1:1111:18447:23122/1,301,NA
M03424:106:000000000-AU667:1:1111:18543:12721/1,108,NA
M03424:106:000000000-AU667:1:1111:18672:15696/1,122,NA
M03424:106:000000000-AU667:1:1111:18836:4791/1,39,NA
M03424:106:000000000-AU667:1:1111:18960:19646/1,93,NA
M03424:106:000000000-AU667:1:1111:20466:5339/1,105,NA
M03424:106:000000000-AU667:1:1111:20594:7198/1,120,NA
M03424:106:000000000-AU667:1:1111:20595:13414/1,300,1805714
M03424:106:000000000-AU667:1:1111:21528:21341/1,46,NA
M03424:106:000000000-AU667:1:1111:21858:8755/1,52,NA
M03424:106:000000000-AU667:1:1111:22264:3757/1,67,NA
M03424:106:000000000-AU667:1:1111:22747:10260/1,35,NA
M03424:106:000000000-AU667:1:1111:22901:5073/1,35,NA
M03424:106:000000000-AU667:1:1111:23531:22600/1,65,NA
M03424:106:000000000-AU667:1:1111:24205:5602/1,51,NA
M03424:106:000000000-AU667:1:1111:24655:4038/1,54,NA
M03424:106:000000000-AU667:1:1111:24988:6793/1,61,NA
M03424:106:000000000-AU667:1:1111:25151:8040/1,163,NA
M03424:106:000000000-AU667:1:1111:25321:6238/1,300,NA
M03424:106:000000000-AU667:1:1111:25465:17169/1,145,NA
M03424:106:000000000-AU667:1:1111:25886:18334/1,39,NA
M03424:106:000000000-AU667:1:1111:25932:4582/1,300,NA
M03424:106:000000000-AU667:1:1111:26559:10519/1,74,NA
M03424:106:000000000-AU667:1:1111:26987:17980/1,54,NA
M03424:106:000000000-AU667:1:1111:27631:16832/1,110,NA
M03424:106:000000000-AU667:1:1111:27636:19184/1,79,287
M03424:106:000000000-AU667:1:1111:28407:15595/1,301,NA
M03424:106:000000000-AU667:1:1111:28848:11088/1,148,NA
M03424:106:000000000-AU667:1:1111:29194:16249/1,299,NA
M03424:106:000000000-AU667:1:1112:3465:13955/1,35,NA
M03424:106:000000000-AU667:1:1112:4146:20273/1,161,NA
M03424:106:000000000-AU667:1:1112:4360:11175/1,190,NA
M03424:106:000000000-AU667:1:1112:4463:8629/1,41,NA
M03424:106:000000000-AU667:1:1112:5841:11756/1,201,NA
M03424:106:000000000-AU667:1:1112:6041:19964/1,301,NA
M03424:106:000000000-AU667:1:1112:6719:15130/1,301,NA
M03424:106:000000000-AU667:1:1112:7636:10772/1,149,NA
M03424:106:000000000-AU667:1:1112:7778:19743/1,85,NA
M03424:106:000000000-AU667:1:1112:7790:7237/1,37,NA
M03424:106:000000000-AU667:1:1112:7867:5062/1,163,NA
M03424:106:000000000-AU667:1:1112:8357:21939/1,45,NA
M03424:106:000000000-AU667:1:1112:8422:14785/1,132,NA
M03424:106:000000000-AU667:1:1112:8731:18035/1,185,NA
M03424:106:000000000-AU667:1:1112:9123:22556/1,40,NA
M03424:106:000000000-AU667:1:1112:10474:21624/1,102,NA
M03424:106:000000000-AU667:1:1112:10574:13464/1,45,NA
M03424:106:000000000-AU667:1:1112:10650:4240/1,46,NA
M03424:106:000000000-AU667:1:1112:10789:17078/1,150,NA
M03424:106:000000000-AU667:1:1112:10956:8810/1,105,NA
M03424:106:000000000-AU667:1:1112:12036:20109/1,134,NA
M03424:106:000000000-AU667:1:1112:13162:6784/1,82,NA
M03424:106:000000000-AU667:1:1112:13398:5551/1,162,1747
M03424:106:000000000-AU667:1:1112:13445:18932/1,41,NA
M03424:106:000000000-AU667:1:1112:13867:18843/1,52,NA
M03424:106:000000000-AU667:1:1112:14067:9505/1,301,1805714
M03424:106:000000000-AU667:1:1112:14281:14458/1,43,NA
M03424:106:000000000-AU667:1:1112:14844:9132/1,301,NA
M03424:106:000000000-AU667:1:1112:15299:20673/1,87,NA
M03424:106:000000000-AU667:1:1112:16091:8810/1,35,NA
M03424:106:000000000-AU667:1:1112:16500:6229/1,301,NA
M03424:106:000000000-AU667:1:1112:16639:22462/1,44,NA
M03424:106:000000000-AU667:1:1112:16713:23121/1,35,NA
M03424:106:000000000-AU667:1:1112:17265:3914/1,63,NA
M03424:106:000000000-AU667:1:1112:17398:18735/1,82,NA
M03424:106:000000000-AU667:1:1112:17434:12212/1,208,NA
M03424:106:000000000-AU667:1:1112:17814:10418/1,51,NA
M03424:106:000000000-AU667:1:1112:17943:12645/1,62,NA
M03424:106:000000000-AU667:1:1112:18029:10186/1,210,NA
M03424:106:000000000-AU667:1:1112:18260:4661/1,191,NA
M03424:106:000000000-AU667:1:1112:18564:3741/1,301,NA
M03424:106:000000000-AU667:1:1112:19268:2384/1,111,NA
M03424:106:000000000-AU667:1:1112:19334:19671/1,150,NA
M03424:106:000000000-AU667:1:1112:19522:23342/1,301,NA
M03424:106:000000000-AU667:1:1112:19887:19217/1,142,NA
M03424:106:000000000-AU667:1:1112:20889:24560/1,47,NA
